pH,Turbidity_NTU,Temperature_C,TDS_mg_L,Water_Flow_L_min,Result
8.317795815437325,2.971519991177542,27.597926424118675,40619.97414018608,47.9630812045599,Normal
7.828646441133999,1.0346806232063237,28.770519055567505,40166.235314984595,54.97124500157711,Normal
7.985402661354872,4.831917866050663,24.101812659675172,41445.89317832161,49.17766782167334,Normal
8.298578325894523,33.17944548698632,31.12050144468201,49474.18260132243,17.97167045802847,Abnormal
8.149021758055596,2.452332421570879,26.419670983267043,41727.492222286186,50.126885110165084,Normal
7.282615372049893,32.16510538101167,30.564210596299873,48338.99413096646,34.52468445406713,Abnormal
8.227987236827344,3.65436109156604,27.897340251097507,36906.151285635584,54.37228487236451,Normal
8.459108429802667,0.9229187292839105,27.88802193921839,37419.871954527436,46.205668857772785,Normal
7.759235721387272,3.2527433580545853,30.48611337613046,37428.67241327359,51.796472826930696,Normal
7.9996320950778905,1.8250200143131357,28.887131998138216,35818.28628495855,46.8513292883862,Normal
8.475927881729595,4.955242325469185,26.927701254034332,37182.05447456884,54.87668007996647,Normal
9.278119923032365,31.285623943627392,35.05449656741916,51811.94444213639,34.10043517794256,Abnormal
7.933715718828175,4.401825433610467,30.789400784702224,35892.42063632388,54.24396195376531,Normal
7.704417693698882,3.4708881952297905,26.775799476248892,37334.49420183801,45.42093189636362,Normal
8.439754894622851,3.281981284923175,25.19621311173046,41890.815264924866,51.32621893133948,Normal
7.877686248376584,3.635317244138678,30.266447863810395,39703.249205191096,49.95875735078771,Normal
6.720444235128689,25.014858334015432,32.139229508431505,48860.328263935065,27.206855894505928,Abnormal
8.206481165818614,2.1678896618010093,25.69686812690556,40808.19262595041,51.20915517767477,Normal
8.437499388018493,4.891334357581406,26.824380063486778,40155.10964937306,48.5071181545171,Normal
7.741183000999992,3.878919805061738,29.52419867025137,35091.01346457515,53.50581729094242,Normal
8.045556014913693,2.1177101804888983,30.91093290520461,37394.57224101135,54.15488297588042,Normal
8.185143247727671,1.000388670377681,24.443624793309375,37931.393674244515,49.88643190404666,Normal
7.986772582835418,2.3882002809250547,27.44481405155677,40162.50873676824,47.18253887865064,Normal
8.112070076834822,20.40384995449404,35.25962560220332,50701.26484453786,22.78188655501878,Abnormal
7.086266856232508,33.88809239887337,30.686578065489712,51157.9370800997,32.313082248871154,Abnormal
6.767248955753155,31.569926938580714,35.42243646446452,50900.470703368366,17.734317946569554,Abnormal
6.020155311743426,20.65208459725929,33.380782104597486,50670.37486952063,13.71989923512789,Abnormal
7.792695247620104,1.6147894527552085,25.807710718092707,38165.52558622865,54.49961183950225,Normal
8.052121994991682,3.1587496725605484,24.904115906060465,41630.983377282704,48.15290337830611,Normal
8.162465340704248,20.8124469582533,31.54428366897848,43996.485339936844,34.160434646660185,Abnormal
7.9493688608715285,3.9649709889437488,24.794903145397402,41524.827977385285,47.32959474753634,Normal
8.216377836725734,4.7768516783445145,27.07394435999153,36724.81423267375,54.681934279147214,Normal
6.257238615655044,31.05083235941053,32.81046021102902,47867.1437948699,14.17150504246882,Abnormal
7.535153967163566,15.6664100556747,36.02958997454405,44421.593405518135,25.31433670862048,Abnormal
7.619180348587607,34.781399842554706,33.02453818060937,51680.289885107304,11.775191613331387,Abnormal
9.453319076435012,17.682249123157163,33.06322186838774,51831.673814475216,22.656651487380067,Abnormal
7.389231466705587,27.726156543060817,31.05118300571929,50655.54452057024,25.269501776894206,Abnormal
8.560563326143662,12.388382845866705,35.38456203486693,45327.58751399235,19.86440188994116,Abnormal
8.481711818078207,15.701994298723312,32.44792260822095,50649.77834332596,33.293842985820405,Abnormal
8.100071918417562,16.087057414407482,32.63121799602038,43196.4105709794,15.935836709370157,Abnormal
8.489509549280413,1.626093041740679,26.437788269163104,37346.380691521306,47.87238991654082,Normal
9.258320434274422,12.641617106543599,36.531793319404905,51262.688969792354,13.479917533642388,Abnormal
6.1687421360119465,34.87165792924418,34.114385526035385,45742.7598584752,15.032802695560832,Abnormal
8.488520363288481,1.940223204637753,27.021616823607754,37949.97185414749,51.18611378215184,Normal
7.96471841988212,0.5647706988339014,27.448326657950087,35985.9991426586,49.175807757849284,Normal
8.667997971718155,34.91742134632442,33.00759768917254,48385.21735867983,29.762744856872125,Abnormal
8.109674446639424,0.9104274637191067,24.561636219631495,41261.86558825864,51.318135270166685,Normal
6.558406380396159,14.200355193621586,30.849704927115845,47674.47273553543,27.85081611167141,Abnormal
7.795675396750641,2.7122714380257458,24.971790208545873,35091.66119611834,54.42731774135126,Normal
7.972853080840207,1.1434625692377614,29.71950449664496,35975.49251850977,54.629920038589944,Normal
7.859093348003612,34.80395037058282,33.1402744166818,47241.58450658348,22.636377947761247,Abnormal
7.916573316538077,29.513137881096547,31.855324998275027,50257.63255509555,22.338664508502966,Abnormal
6.498734400155296,30.075647445816585,31.78269435432236,45308.77056199823,25.85260078440828,Abnormal
7.368785378281163,18.68928810597455,36.11326041102566,43113.46767978183,31.439058441532094,Abnormal
9.074804464554717,17.58187868918989,31.911495669809685,43868.810231758966,32.73636527343105,Abnormal
8.18038304247219,23.323944663783383,31.24200138628795,44658.02355314224,17.376017691353905,Abnormal
9.415528395366959,15.418495002269392,34.50732977478791,50916.23669456376,30.594759605532367,Abnormal
7.804586100027375,34.39025502149787,33.930392115716664,44913.79938733987,30.667683993537185,Abnormal
7.298635670446109,11.985484224724665,31.382293429019562,48711.24175795273,19.047999770946625,Abnormal
8.283684942670451,4.349572628049533,24.531043296760647,41403.9213074767,51.13411389210708,Normal
8.28320573443279,3.820536125130958,30.646644365603493,41438.989314889324,49.277731337358624,Normal
6.7064870824303195,25.156323443774436,33.48778977584418,50096.02608927969,23.53519018368963,Abnormal
7.846723607882748,3.83345877989392,24.184568821480763,38989.22779409921,54.25248317415666,Normal
8.382407564373889,4.937948350158213,28.369665971397943,38122.04041070569,51.16650314520738,Normal
8.334024901411365,30.562014090859023,34.22441366617518,45735.51761116651,17.210135945468643,Abnormal
7.932983312158433,1.82116329919022,25.052918237724697,40748.80113270409,45.33945978585799,Normal
9.051242483072706,28.421843623604552,34.30509077627207,44843.931467356415,25.197630352267595,Abnormal
6.799591594659546,24.861908379654324,34.07695860745073,47175.382391310995,25.09488632373469,Abnormal
7.770794001641535,2.823351567355379,24.938106599154484,41540.5691033831,52.67188288931127,Normal
9.276742861852915,25.040295503658278,35.162558516213046,47362.26658417042,24.30121608423252,Abnormal
8.20491090079781,2.8539402987656697,25.14559160005993,39177.899942418226,49.09334006315043,Normal
8.517206223952924,19.77264989763787,34.21317112745425,43586.84132134443,11.488117508694293,Abnormal
7.795892293866946,3.330242810509478,27.581742094809663,35137.97376428055,45.81046215907648,Normal
8.262415167116142,1.2984779470087526,25.697293525443108,36667.279467327084,49.95146527013974,Normal
6.519201203367311,30.148135002940528,32.4884510730895,50701.63533015208,21.463075222047266,Abnormal
8.276139902214279,13.410993813918328,34.59535025132052,47480.31257230861,19.59597207612449,Abnormal
8.32814076911441,2.756823326092398,27.28085211856479,36049.42199144141,49.74214216657464,Normal
9.497948040197333,11.454094887636895,34.003105898590306,49540.03892863291,25.5165119956146,Abnormal
8.458627396904363,25.25834458277296,36.312333944947966,48087.97229114449,19.046327330128467,Abnormal
8.473323855234936,0.8498058663424317,27.80487002779792,35957.73041643273,45.32526179491252,Normal
7.719452773145163,1.7643343531650364,29.71619607630104,38043.79137022622,49.73209906691557,Normal
7.849256047108828,4.574077888802287,25.938143537030427,36273.4969134669,53.7746086263038,Normal
7.727510816892175,4.201702522968462,25.60049963852424,38541.220752191264,48.187525029320696,Normal
8.226090313840274,0.5546951361041735,30.568383197747266,39645.698157538536,54.5086356225041,Normal
8.252750190481972,2.4868872561801965,24.784272315176366,36880.74151569462,52.79845395151143,Normal
6.864861319035512,24.665211579386852,31.439810835368885,49810.76355119771,32.69027506391387,Abnormal
8.09156220822205,4.219058597484837,29.21807631929031,39081.29092678784,51.801407717603006,Normal
8.102109674484154,3.630869100430777,29.702023041619675,40396.38542622075,47.29954605891086,Normal
8.014478179733409,2.9923442798059434,29.56687118301923,35359.98069438975,47.7421520234867,Normal
6.427384699035094,33.264880366097906,34.151310339307486,44136.38267408052,10.974900314372789,Abnormal
8.418843350821664,4.578594732926312,24.94090273857282,41400.88362147472,48.23610219149541,Normal
8.354411812737995,4.301938899362545,27.237743012932036,40011.80560193178,45.8698675991141,Normal
7.743685007585986,23.66743531785175,32.04975425690675,49948.11228678991,11.278384536052519,Abnormal
7.836419298949833,2.020978205831911,30.998023713002915,38799.071103433176,50.96269878482053,Normal
8.346496303651534,2.9552755519217073,24.572313223642105,38085.339228567595,50.36974422893414,Normal
7.984556913453337,13.556234217179904,30.169342347239485,49333.17379714716,15.693743402580239,Abnormal
9.010428390162216,33.36090067013786,35.495115806859395,48041.51365115658,19.612783191120315,Abnormal
8.46995783595369,4.95727313900303,24.140498384444086,40055.868522989615,53.24680965925149,Normal
7.856786289935316,1.9533041282356067,24.201478734193373,41478.97959034744,49.019309136092424,Normal
8.420334445730663,2.1842185809025416,27.553272650791186,39559.94271846305,48.45883056952957,Normal
8.06485598737363,2.80104079487422,29.868300932977967,40581.067560456875,54.44266489113434,Normal
8.11980514530579,3.6611783779419915,29.673873315472832,41137.35945733225,50.6794523055263,Normal
6.2535641072809565,10.189071874453553,32.27273148823042,46699.86042340636,25.78268882729972,Abnormal
7.81273937997981,2.3402882498642144,26.745708315698128,39138.928050214505,47.38777145768302,Normal
7.704049267076975,0.7533647405682681,25.782484583346346,36163.98358129256,47.73626666281666,Normal
7.524541601845265,25.38048595577527,35.893534967542664,45699.27200356286,29.855266563735135,Abnormal
8.31677374396365,2.2932713047881803,30.27751886934208,36040.63909427179,47.30669811717759,Normal
6.438150272708927,18.53119569065391,31.68841020319679,45245.915798645554,30.732169982918887,Abnormal
7.373727447423397,26.186867853865074,35.1614995417146,46126.08993632958,24.79242905765814,Abnormal
7.993089474634953,4.609582486504121,29.89483246194996,37781.01103392257,54.71058245165368,Normal
7.774939814262474,0.6942196037775925,24.465473871567443,40128.00468047175,49.32334801042602,Normal
8.791456852230159,27.95307690566236,35.91049957917731,43563.87883109819,25.04808577537829,Abnormal
6.017289933270433,12.022982076281306,34.11741586863873,45513.484796089695,12.903474005013141,Abnormal
7.824795616268962,3.0056056810625758,25.13831857541424,40558.17632489207,51.587833667107176,Normal
8.342937661519292,4.825357537207614,24.427545718984046,36086.681721514986,45.91486837397755,Normal
8.230017827483186,2.8500946702466194,26.507139026229883,41104.86736260906,51.15863188182305,Normal
7.943393794367631,3.636570834478706,26.635243568146347,40337.21080018483,46.80575345127333,Normal
6.373075606077967,29.519039651710994,35.87861599944932,43162.05900040409,25.585148953986003,Abnormal
7.476023244057094,30.00891269555904,33.22377648091898,51155.289292891895,11.661096108894371,Abnormal
8.178926787357629,1.9261490232032494,29.69656513794864,37344.339302599605,52.32224886409561,Normal
8.219706319237773,1.5061812733375368,24.870080564398812,38964.83248207828,51.545112142811355,Normal
7.661208065124349,33.42394557577657,31.417363921156664,45158.8670148035,25.144481236317258,Abnormal
8.010941831751586,2.4753713931753625,28.928558376694564,41893.88839273634,53.736771141863386,Normal
7.9318011623310145,2.2467646679293485,24.275184978887694,40428.69331686507,53.158331249906176,Normal
6.285704937107064,25.596483116914325,34.372644981979846,44482.35718089066,20.545704463470784,Abnormal
8.236919782354251,14.338112874662716,34.49627868133659,49247.35516158848,17.849167934433822,Abnormal
7.737160330175998,4.081067012462455,30.053056633785374,39488.03343019708,53.28915474150678,Normal
8.466382669578262,22.176547970473397,35.775345871260434,49894.582988817725,18.509677606362644,Abnormal
8.584572232379642,13.034623485560722,35.82187930573041,47866.28628980419,34.10072117913784,Abnormal
7.859739025726688,4.092328305350488,26.903736516363658,36604.75976662849,53.620426509893136,Normal
8.392940916619947,3.6321340850373787,29.757760700462182,38734.22764383425,53.49195651565319,Normal
7.997134113235904,22.653546571006103,35.14964179967433,43378.22207654265,18.681925975762688,Abnormal
7.883038532393298,4.731036086412309,27.523920895984,38953.88793283831,51.960206180537924,Normal
7.7781376912051075,2.9419008561840947,25.731436712202385,37805.95991734548,52.24766771528761,Normal
8.309295692262975,0.5487694316613426,26.541576074790445,37392.72146188513,53.80870759198928,Normal
7.570427679178858,20.353243813223173,35.106557600566774,45155.59152918584,19.383247697990047,Abnormal
8.414047198791982,1.381060106551834,29.64340895855143,41032.49934709462,47.65600042588706,Normal
8.206723005208339,4.736591639494363,30.11505036874744,37805.341426127285,50.92939934841703,Normal
7.839493143203994,2.97287997045681,30.876650318360245,35157.28515824082,50.399853797158556,Normal
7.722972497568122,33.9406321126345,35.8849211960784,46759.848813475895,20.748276934753704,Abnormal
7.790778816992471,3.926797842728625,25.80531978931458,40844.511657595096,48.41872166038686,Normal
7.927872395501974,2.03361593113858,24.83833492273476,39676.595955994526,47.67028270169421,Normal
6.831401637233572,28.266262755981153,35.08185936989707,50941.74731566605,28.2293371887362,Abnormal
6.826176621712624,23.49892825701399,30.69424669711051,50371.571624754906,19.36382217550303,Abnormal
7.979367659690129,4.762618598227364,28.274340297091427,35076.970800609364,53.71536806152376,Normal
8.323315846676318,12.191068669095964,35.22013647911862,43905.7373067118,26.928015993375233,Abnormal
6.367255624463612,16.4194141930127,32.20784827023609,45341.42011865846,25.016276663708897,Abnormal
6.106354708938929,20.98779221582275,36.98843257975065,49659.137086902374,24.5116900248424,Abnormal
7.901425836660292,2.356779546101419,26.254554159082247,40989.875276744,48.478092079021934,Normal
6.460486897945409,26.737173879954753,36.56171646547983,44368.93854900046,11.093476807723684,Abnormal
8.341757584603231,1.279824440318806,27.062324454166102,37793.01892709091,46.10474113131394,Normal
8.138987031493269,1.028868110496972,29.321595019227807,35579.59067547588,49.26181302235973,Normal
7.7326201132438115,3.526333052346673,25.30596916835914,40345.24055911833,45.06385871716834,Normal
6.256185733189553,10.27578161071618,30.947478575943798,51958.93764572179,19.6635126705757,Abnormal
9.04762465445379,27.250122270516645,33.79566043844294,49011.279989232644,16.884529356385464,Abnormal
6.584646677653325,10.904009513119053,33.879585598924116,46016.87242633785,18.51510416453229,Abnormal
8.729478461126725,18.790567180990863,36.24459282258164,51431.402158297824,22.19167671553161,Abnormal
7.761583927863034,3.0896338004414554,28.83276380040556,35459.960475998465,46.53895906339855,Normal
8.470895981671402,4.884776634497749,30.345304776751828,41651.66147674562,54.20847847815687,Normal
7.729509557883627,4.688407965216041,30.233690965179264,36434.89006791075,53.78629986355158,Normal
8.308628038893518,1.2794084145950684,25.273160590794014,36246.25176808826,51.07736794878859,Normal
7.815915897672979,2.773635676015357,28.107887826146154,36270.04804562858,51.974714616692836,Normal
9.181613822329744,26.545979746234465,31.15370371010606,48537.68222562822,23.966059911260636,Abnormal
7.424177862530048,27.37588072146383,32.53564809156602,45533.69078573437,10.986488322272482,Abnormal
7.750846680228819,1.0223268822811231,26.301261272012557,36234.708905543564,53.791183075621646,Normal
8.44265485007018,2.0900850261172375,30.29702201292198,35641.07451328644,51.262203216314155,Normal
8.36824199647139,2.518004848902439,25.070013974290326,38052.88570394722,53.17967024119062,Normal
8.128619747259807,3.0804704965547876,25.660587542151962,37865.881565338685,52.43508256291608,Normal
8.323900436686099,0.8757532251440094,27.367980712983723,39181.891715192156,46.30086240130632,Normal
8.413637244141691,4.861861410285945,25.41139124033421,38474.563730408656,54.839776479598285,Normal
8.265485875078094,4.796893762984373,30.036545961227215,38761.76922056546,54.87722389736032,Normal
8.792347771005222,30.34925673765047,36.10911175339221,45675.14026937755,13.120520349171208,Abnormal
6.968897290322681,15.842802047760825,35.89398987023043,45492.14038640028,23.349186813694097,Abnormal
8.787880518416618,22.97704462840545,33.747170920168145,45355.35115362315,12.346432120583906,Abnormal
8.131473793532521,0.8121258539382445,29.237817832685607,41622.80823493543,46.29514921282804,Normal
6.280401962346363,18.83553448256795,34.622119037909364,43560.45795293697,22.685298467945223,Abnormal
8.472665042704154,25.828784389850558,30.08475932664421,43735.528111721,18.47151623346879,Abnormal
7.50607063214812,19.97056952242251,35.610759783180924,49834.58436176168,24.294308801208054,Abnormal
7.70334129498646,11.735596068652335,36.43248573547688,50139.35215394429,28.099326386652344,Abnormal
8.47372025909906,27.71861744357441,35.48654249139778,50454.24327193497,25.92255793636858,Abnormal
7.895191714703267,4.968341582536851,29.892801437307902,36835.84831009877,51.385259476640854,Normal
8.538401811452978,18.87490764579843,35.925600370831944,49263.09206351922,31.842464836658625,Abnormal
7.856194390238436,3.129414403653951,26.511813388864518,40097.32129342522,51.51666825375885,Normal
9.392943128173506,26.62279311218045,34.454039477854735,48037.801152745444,32.91588089603018,Abnormal
7.681774315402402,22.146793979658142,35.50832370378706,46769.13987166745,33.76327631465509,Abnormal
7.943691015338697,2.5951910815960706,29.94753173474188,39083.742563362845,48.39874963768066,Normal
8.280764543096192,4.937004787202919,26.02041387268179,35958.19941048165,54.73488969177397,Normal
8.477425666176769,4.130756326702688,26.64098914173236,36702.20533699618,50.924077846595175,Normal
8.565895578453484,18.32504782645495,36.892688176671555,48888.63297092466,24.42999716836377,Abnormal
7.712365293223094,2.5866428222299196,25.62548886602772,37526.81727858019,52.61023990942999,Normal
8.35701351663721,29.120245022574885,30.53940795394032,48984.86413128396,13.853626079462178,Abnormal
6.307532747006917,14.528733738367007,34.45668777517045,44026.8620639914,34.28831727252627,Abnormal
7.960264264610611,1.718745130679334,28.342166859474254,35792.666320885284,51.2750546321837,Normal
7.8289770298032035,3.3947969829905893,29.5958727923633,38173.021843236194,47.24440571836661,Normal
8.07777194012956,0.9402537229295067,25.06331885458606,39425.850015436714,47.316717013834435,Normal
7.077754795569168,33.068929762834856,31.8887450408975,50840.84034036747,19.637797618423058,Abnormal
7.74646688973456,4.712696483723514,30.376490291456896,39340.50929149959,51.92276564517852,Normal
9.193271709658418,32.00197718903645,35.43513212549807,44266.403752438826,10.292665268272602,Abnormal
7.21077247391437,16.854016663995147,30.850509634106427,48198.340292930414,26.96674891681412,Abnormal
6.252694431427115,20.70499037314037,36.49658548228235,50398.92844540203,13.025625012129826,Abnormal
7.89011003519392,4.574218893886687,28.52142068932121,36815.964034019045,53.71843527745232,Normal
8.426612708773323,0.9640574097616967,24.608442016611967,36455.20378602219,52.08362976715035,Normal
8.00938827704043,4.494668822412349,26.784989193320193,38791.43950262607,46.06980638826958,Normal
7.819208819946062,25.589642200068994,31.42824944240229,45829.151018653734,13.56485360204772,Abnormal
7.906353302172125,0.8784806275174885,30.5056319238931,36201.75500093812,46.025097279906795,Normal
8.39136809901376,23.738238397375426,33.038135563217125,46423.60494073368,18.561199470867834,Abnormal
7.716467595436642,3.267532520146264,28.293906371550527,36061.72415812926,47.212094418196024,Normal
6.57233355404758,28.904083222381153,34.82219711435064,44460.10065204231,30.56055934170696,Abnormal
8.106856552931763,1.2332049218664336,24.62091773629939,41286.380026085,54.277522831952126,Normal
8.198638501462046,3.910307497089661,30.86022802699834,38167.07661292885,45.89411002312259,Normal
8.247386421209725,1.7894356345772797,27.153808947170653,38234.040625508926,45.653563407989424,Normal
7.583113995814051,30.56535796284196,30.57520167233499,43467.609197988415,34.820420974976756,Abnormal
7.849214808319884,1.978990454164622,25.12476961281689,41639.1731487351,50.074677337608364,Normal
8.738349194203957,15.97950260539814,30.183376959724452,44013.22351370743,23.575614598941577,Abnormal
6.5861890379067445,30.149813744378953,35.014263716438776,43609.015257100014,15.476720227546444,Abnormal
7.144616065471336,27.3040335423533,32.09107901512141,43111.636326495835,23.334665719134065,Abnormal
8.409669139412093,2.193168134889121,25.080539006919416,41117.23054293761,52.49651831742925,Normal
6.365987441170401,23.755663553906544,30.504590351990714,49370.51587506792,10.918034062520528,Abnormal
6.137702392339784,15.212762858933395,36.203370463255524,48707.27924466163,19.605167824645008,Abnormal
8.187651467183917,4.362857383293553,28.15514717487834,37052.034111827095,52.97426021606928,Normal
6.594152667806393,23.023949431801057,35.60049678089412,49392.1851876098,20.76323346155519,Abnormal
8.10214321858309,2.4304731231875825,28.753716234011428,41274.350729647835,51.584518346584254,Normal
8.933403513768386,13.379157228870568,31.03216768694399,50781.07248570403,14.865595917621798,Abnormal
7.2271942592321325,27.02794634912457,34.297535093320434,44361.22145861441,18.28367517757627,Abnormal
7.788041539622141,3.5735304803736057,27.39166089633715,37861.13919768667,53.095160747248784,Normal
6.628890881045847,23.944585434250623,30.922101414181935,43751.17676490445,18.579183829316456,Abnormal
8.118186263505596,3.357921428904397,28.67290416964719,35597.44767655051,47.20486209070175,Normal
7.940702647853416,3.9938583233389857,26.2924814652454,37780.284707329185,50.65731963995791,Normal
7.841688543525639,4.506187027509124,26.638611005974354,40733.7162237194,46.85525515703121,Normal
8.354107413787942,19.966575694307828,35.49427883978027,49036.590807152505,29.04754531512175,Abnormal
8.04203281468684,0.7038680439742003,25.20623909841141,41978.11976292163,46.864382621442545,Normal
8.819845535325186,17.638107766450588,32.57558525911459,46131.4727042395,15.447313856374752,Abnormal
7.9544027799774915,0.9249933234016778,26.593304719539674,39507.99680267311,53.621276172654504,Normal
8.401871482704784,0.9550520425525562,28.680502539471018,38679.8312761188,54.320281055100175,Normal
7.829302971275691,2.408999041611393,26.356229947357445,36227.59895036415,45.221235515289976,Normal
8.04254731865385,3.1264525033289243,26.68723854961248,41421.1950282357,46.31244877682388,Normal
9.048391933111299,15.301120997705667,35.42257471826827,49021.201035961974,19.92537603092979,Abnormal
8.227505873402729,11.08531332137048,30.49879709435681,47891.843956083816,12.700643853267284,Abnormal
8.025363930003376,18.084289052888018,35.71162857278032,47797.25980521526,32.83217368940592,Abnormal
8.707155939903103,19.982897895232703,30.06532133878965,43714.65926178727,19.27931058594069,Abnormal
8.901091780589134,28.881760512420197,35.131499072207724,50394.73207939425,18.646936518446434,Abnormal
7.142614578853972,20.33872753813379,34.61547745544048,48476.745454268195,13.500602438832942,Abnormal
8.041686230901005,1.9353903363219258,26.582395476988406,36093.06818156333,50.5085737060914,Normal
6.181899492780153,30.479721485669756,32.47275985951445,44491.97086146948,22.81669314891041,Abnormal
7.9941726424475466,4.51014401164132,29.187844545030416,36504.5826501353,54.43615920167599,Normal
7.582696598992023,12.909159947136903,32.7406798872448,49085.59805867891,10.773894772983589,Abnormal
8.379378728395343,4.834501427482751,29.11607232642551,38332.3528153937,47.73259526998209,Normal
8.108597842062053,1.7683464864802998,25.767058610408146,36553.805133530645,47.59753783760326,Normal
7.106546367418627,19.515582336914502,34.869327025477645,49176.94477017488,14.000623411579852,Abnormal
6.275024740042572,23.129084591676502,33.628856153616425,45258.699952062685,14.902442818459823,Abnormal
9.038497890321269,19.188360557288284,35.52030475270684,43998.90522292133,21.0110337578106,Abnormal
7.558568392509329,15.023342216476411,34.13243383321141,48712.04145928547,17.657837469455316,Abnormal
6.464505139150711,12.671923077368596,35.1620363810504,48051.00509454272,17.01708038789936,Abnormal
9.056981333285812,22.976494772706758,31.76568714121353,45850.85509360774,13.013960410092256,Abnormal
8.80205344688179,34.0731718809395,30.29171030421669,50741.257240144914,10.13764497901052,Abnormal
7.508106332816321,13.192837090880872,34.311898151821254,47133.38677455892,13.861493680583095,Abnormal
6.901890109789248,27.31090378310924,32.605169166862595,49980.50665832795,28.779451195210452,Abnormal
8.443758121874058,2.562138007211825,28.395302726436356,38670.73188529306,47.23817614822623,Normal
7.810016755316795,1.0268015739242264,30.05854988125786,36805.21379803242,50.4126657867611,Normal
8.806048290744272,20.27571174516762,31.296368975072276,46705.889874260574,25.426662902945033,Abnormal
7.7109630308992205,26.0243019336333,33.9246206609132,43298.704191061835,34.6003290802616,Abnormal
8.434135223414518,14.865562795519127,33.4752280664871,44667.97161575843,31.58868806286363,Abnormal
6.42073169379713,25.59739590729096,35.61850316856997,43433.28552380518,31.927264525454724,Abnormal
6.145505006676372,31.70141725268626,34.337125362218885,44573.93293458364,28.90534034875442,Abnormal
8.094014155055092,3.3240113603782855,27.661457973383836,35525.96447215066,45.31134082884511,Normal
9.131858296211847,15.921763974362051,35.35060863555215,47612.52383893298,31.855563117129396,Abnormal
7.772231816043527,3.3432674547640966,24.712477308342827,38864.330265963865,46.60759896048308,Normal
8.115032497394694,1.769155576570879,27.72832086518516,39569.22275496312,53.51206914048769,Normal
8.417688207962062,3.8902018336652375,28.068667549958285,41300.13049293673,54.68877855285692,Normal
6.2247312797629695,25.197627319836116,30.768153390742526,43588.29541807947,17.923664694777983,Abnormal
